settlement_id,settlement_utr,entity_id,type,amount,fee,tax,on_hold,settled,created_at,settled_at,payment_id,order_id,dispute_id,method,card_network
setl_0001_002,7031225620468515,ent_001,payment,4836.52,96.73,17.41,False,True,2026-02-01T00:00:00,2026-02-04T12:00:00,pay_00403,ord_00403,,NEFT,
setl_0001_003,7031225620468515,ent_001,payment,46714.76,934.30,168.17,False,True,2026-02-01T00:00:00,2026-02-04T12:00:00,pay_00485,ord_00485,,NEFT,
setl_0001_004,7031225620468515,ent_001,payment,39229.80,784.60,141.23,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00036,ord_00036,,RTGS,
setl_0001_005,7031225620468515,ent_001,payment,1694.78,33.90,6.10,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00099,ord_00099,,UPI,
setl_0001_006,7031225620468515,ent_001,payment,42917.33,858.35,154.50,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00167,ord_00167,,NEFT,
setl_0001_007,7031225620468515,ent_001,payment,24792.47,495.85,89.25,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00225,ord_00225,,CARD,VISA
setl_0001_008,7031225620468515,ent_001,payment,16783.56,335.67,60.42,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00300,ord_00300,,CARD,MASTERCARD
setl_0001_009,7031225620468515,ent_001,payment,794.28,15.89,2.86,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00427,ord_00427,,CARD,MASTERCARD
setl_0001_010,7031225620468515,ent_001,payment,12396.09,247.92,44.63,False,True,2026-02-02T00:00:00,2026-02-04T12:00:00,pay_00576,ord_00576,,RTGS,
setl_0001_011,7031225620468515,ent_001,payment,21625.43,432.51,77.85,False,True,2026-02-03T00:00:00,2026-02-04T12:00:00,pay_00102,ord_00102,,NEFT,
setl_0001_012,7031225620468515,ent_001,payment,20118.12,402.36,72.42,False,True,2026-02-03T00:00:00,2026-02-04T12:00:00,pay_00343,ord_00343,,UPI,
setl_0002_000,8184609240612353,ent_001,payment,7709.77,154.20,27.76,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00005,ord_00005,,CARD,VISA
setl_0002_001,8184609240612353,ent_001,payment,26657.95,533.16,95.97,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00322,ord_00322,,CARD,MASTERCARD
setl_0002_002,8184609240612353,ent_001,payment,9084.26,181.69,32.70,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00370,ord_00370,,UPI,
setl_0002_003,8184609240612353,ent_001,payment,31429.51,628.59,113.15,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00380,ord_00380,,RTGS,
setl_0002_004,8184609240612353,ent_001,payment,2756.74,55.13,9.92,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00512,ord_00512,,UPI,
setl_0002_005,8184609240612353,ent_001,payment,1558.41,31.17,5.61,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00573,ord_00573,,CARD,MASTERCARD
setl_0002_006,8184609240612353,ent_001,payment,21574.12,431.48,77.67,False,True,2026-02-04T00:00:00,2026-02-07T12:00:00,pay_00590,ord_00590,,NEFT,
setl_0002_007,8184609240612353,ent_001,payment,7011.27,140.23,25.24,True,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00029,ord_00029,,RTGS,
setl_0002_008,8184609240612353,ent_001,payment,8699.46,173.99,31.32,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00118,ord_00118,,CARD,MASTERCARD
setl_0002_009,8184609240612353,ent_001,payment,15729.63,314.59,56.63,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00146,ord_00146,,RTGS,
setl_0002_010,8184609240612353,ent_001,payment,44700.83,894.02,160.92,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00159,ord_00159,,NEFT,
setl_0002_011,8184609240612353,ent_001,payment,39041.70,780.83,140.55,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00180,ord_00180,,NEFT,
setl_0002_012,8184609240612353,ent_001,payment,47672.77,953.46,171.62,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00420,ord_00420,,UPI,
setl_0002_013,8184609240612353,ent_001,payment,11427.92,228.56,41.14,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00434,ord_00434,,UPI,
setl_0002_014,8184609240612353,ent_001,payment,5661.38,113.23,20.38,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00482,ord_00482,,UPI,
setl_0002_015,8184609240612353,ent_001,payment,12110.01,242.20,43.60,False,True,2026-02-05T00:00:00,2026-02-07T12:00:00,pay_00515,ord_00515,,UPI,
setl_0002_016,8184609240612353,ent_001,payment,19045.68,380.91,68.56,False,True,2026-02-06T00:00:00,2026-02-07T12:00:00,pay_00011,ord_00011,,UPI,
setl_0002_016_rf,8184609240612353,ent_001,refund,-19045.68,0,0,False,True,2026-02-06T00:00:00,2026-02-07T12:00:00,pay_00011,ord_00011,,UPI,
setl_0002_017,8184609240612353,ent_001,payment,40217.04,804.34,144.78,False,True,2026-02-06T00:00:00,2026-02-07T12:00:00,pay_00330,ord_00330,,NEFT,
setl_0002_018,8184609240612353,ent_001,payment,26702.81,534.06,96.13,False,True,2026-02-06T00:00:00,2026-02-07T12:00:00,pay_00394,ord_00394,,RTGS,
setl_0003_000,5166934815675878,ent_001,payment,33039.00,660.78,118.94,False,True,2026-02-06T00:00:00,2026-02-11T12:00:00,pay_00412,ord_00412,,UPI,
setl_0003_001,5166934815675878,ent_001,payment,42772.21,855.44,153.98,False,True,2026-02-06T00:00:00,2026-02-11T12:00:00,pay_00436,ord_00436,,CARD,VISA
setl_0003_002,5166934815675878,ent_001,payment,719.40,14.39,2.59,False,True,2026-02-06T00:00:00,2026-02-11T12:00:00,pay_00468,ord_00468,,RTGS,
setl_0003_003,5166934815675878,ent_001,payment,47933.69,958.67,172.56,False,True,2026-02-07T00:00:00,2026-02-11T12:00:00,pay_00008,ord_00008,,UPI,
setl_0003_004,5166934815675878,ent_001,payment,18804.59,376.09,67.70,False,True,2026-02-07T00:00:00,2026-02-11T12:00:00,pay_00038,ord_00038,,RTGS,
setl_0003_005,5166934815675878,ent_001,payment,16489.48,329.79,59.36,False,True,2026-02-07T00:00:00,2026-02-11T12:00:00,pay_00056,ord_00056,,UPI,
setl_0003_006,5166934815675878,ent_001,payment,47671.75,953.44,171.62,False,True,2026-02-07T00:00:00,2026-02-11T12:00:00,pay_00478,ord_00478,,RTGS,
setl_0003_007,5166934815675878,ent_001,payment,5701.26,114.03,20.53,False,True,2026-02-08T00:00:00,2026-02-11T12:00:00,pay_00337,ord_00337,,RTGS,
setl_0003_008,5166934815675878,ent_001,payment,29935.40,598.71,107.77,True,True,2026-02-08T00:00:00,2026-02-11T12:00:00,pay_00441,ord_00441,,RTGS,
setl_0003_009,5166934815675878,ent_001,payment,25688.15,513.76,92.48,False,True,2026-02-08T00:00:00,2026-02-11T12:00:00,pay_00489,ord_00489,,UPI,
setl_0003_010,5166934815675878,ent_001,payment,30984.71,619.69,111.54,False,True,2026-02-08T00:00:00,2026-02-11T12:00:00,pay_00517,ord_00517,,NEFT,
setl_0003_011,5166934815675878,ent_001,payment,18341.71,366.83,66.03,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00129,ord_00129,,RTGS,
setl_0003_012,5166934815675878,ent_001,payment,21940.76,438.82,78.99,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00176,ord_00176,,CARD,RUPAY
setl_0003_013,5166934815675878,ent_001,payment,42998.24,859.96,154.79,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00226,ord_00226,,CARD,MASTERCARD
setl_0003_014,5166934815675878,ent_001,payment,17937.61,358.75,64.58,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00263,ord_00263,,CARD,MASTERCARD
setl_0003_015,5166934815675878,ent_001,payment,25695.12,513.90,92.50,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00292,ord_00292,,NEFT,
setl_0003_016,5166934815675878,ent_001,payment,22720.69,454.41,81.79,False,True,2026-02-09T00:00:00,2026-02-11T12:00:00,pay_00356,ord_00356,,UPI,
setl_0003_017,5166934815675878,ent_001,payment,18993.72,379.87,68.38,False,True,2026-02-10T00:00:00,2026-02-11T12:00:00,pay_00084,ord_00084,,UPI,
setl_0004_000,0077159417673850,ent_001,payment,22777.14,455.54,82.00,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00145,ord_00145,,RTGS,
setl_0004_001,0077159417673850,ent_001,payment,40315.99,806.32,145.14,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00187,ord_00187,,RTGS,
setl_0004_002,0077159417673850,ent_001,payment,3113.93,62.28,11.21,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00202,ord_00202,,UPI,
setl_0004_003,0077159417673850,ent_001,payment,46763.24,935.26,168.35,True,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00287,ord_00287,,UPI,
setl_0004_004,0077159417673850,ent_001,payment,14394.36,287.89,51.82,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00320,ord_00320,,RTGS,
setl_0004_005,0077159417673850,ent_001,payment,29983.17,599.66,107.94,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00326,ord_00326,,CARD,RUPAY
setl_0004_006,0077159417673850,ent_001,payment,38457.38,769.15,138.45,False,True,2026-02-10T00:00:00,2026-02-14T12:00:00,pay_00492,ord_00492,,NEFT,
setl_0004_007,0077159417673850,ent_001,payment,46725.19,934.50,168.21,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00007,ord_00007,,CARD,MASTERCARD
setl_0004_008,0077159417673850,ent_001,payment,23234.87,464.70,83.65,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00277,ord_00277,,NEFT,
setl_0004_009,0077159417673850,ent_001,payment,37574.89,751.50,135.27,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00433,ord_00433,,UPI,
setl_0004_009_rf,0077159417673850,ent_001,refund,-37574.89,0,0,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00433,ord_00433,,UPI,
setl_0004_010,0077159417673850,ent_001,payment,17696.09,353.92,63.71,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00524,ord_00524,,RTGS,
setl_0004_011,0077159417673850,ent_001,payment,34161.01,683.22,122.98,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00548,ord_00548,,CARD,VISA
setl_0004_012,0077159417673850,ent_001,payment,48697.62,973.95,175.31,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00592,ord_00592,,CARD,MASTERCARD
setl_0004_013,0077159417673850,ent_001,payment,49288.15,985.76,177.44,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00015,ord_00015,,NEFT,
setl_0004_014,0077159417673850,ent_001,payment,40893.06,817.86,147.21,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00055,ord_00055,,CARD,MASTERCARD
setl_0004_015,0077159417673850,ent_001,payment,519.56,10.39,1.87,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00059,ord_00059,,NEFT,
setl_0004_016,0077159417673850,ent_001,payment,29242.37,584.85,105.27,True,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00068,ord_00068,,RTGS,
setl_0004_017,0077159417673850,ent_001,payment,4829.99,96.60,17.39,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00247,ord_00247,,RTGS,
setl_0004_018,0077159417673850,ent_001,payment,29834.93,596.70,107.41,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00379,ord_00379,,NEFT,
setl_0005_000,0226407959371858,ent_001,payment,6130.48,147.13,26.48,False,True,2026-02-13T00:00:00,2026-02-17T12:00:00,pay_00431,ord_00431,,NEFT,
setl_0005_001,0226407959371858,ent_001,payment,14073.71,337.77,60.80,False,True,2026-02-13T00:00:00,2026-02-17T12:00:00,pay_00513,ord_00513,,RTGS,
setl_0005_002,0226407959371858,ent_001,payment,9464.88,227.16,40.89,False,True,2026-02-13T00:00:00,2026-02-17T12:00:00,pay_00571,ord_00571,,RTGS,
setl_0005_003,0226407959371858,ent_001,payment,29025.76,696.62,125.39,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00058,ord_00058,,UPI,
setl_0005_004,0226407959371858,ent_001,payment,8090.68,194.18,34.95,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00400,ord_00400,,CARD,MASTERCARD
setl_0005_005,0226407959371858,ent_001,payment,3340.43,80.17,14.43,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00521,ord_00521,,UPI,
setl_0005_006,0226407959371858,ent_001,payment,10176.55,244.24,43.96,True,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00065,ord_00065,,CARD,VISA
setl_0005_007,0226407959371858,ent_001,payment,14536.86,348.88,62.80,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00262,ord_00262,,NEFT,
setl_0005_008,0226407959371858,ent_001,payment,4727.11,113.45,20.42,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00374,ord_00374,,NEFT,
setl_0005_009,0226407959371858,ent_001,payment,21271.43,510.51,91.89,False,True,2026-02-16T00:00:00,2026-02-17T12:00:00,pay_00039,ord_00039,,CARD,MASTERCARD
setl_0006_000,8134138473873891,ent_001,payment,43742.55,874.85,157.47,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00052,ord_00052,,UPI,
setl_0006_001,8134138473873891,ent_001,payment,42727.89,854.56,153.82,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00276,ord_00276,,NEFT,
setl_0006_002,8134138473873891,ent_001,payment,3204.78,64.10,11.54,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00280,ord_00280,,CARD,RUPAY
setl_0006_003,8134138473873891,ent_001,payment,21622.00,432.44,77.84,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00290,ord_00290,,CARD,VISA
setl_0006_004,8134138473873891,ent_001,payment,41469.50,829.39,149.29,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00466,ord_00466,,NEFT,
setl_0006_005,8134138473873891,ent_001,payment,45089.19,901.78,162.32,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00554,ord_00554,,UPI,
setl_0006_006,8134138473873891,ent_001,payment,28522.45,570.45,102.68,False,True,2026-02-16T00:00:00,2026-02-20T12:00:00,pay_00560,ord_00560,,CARD,VISA
setl_0006_007,8134138473873891,ent_001,payment,30758.33,615.17,110.73,False,True,2026-02-17T00:00:00,2026-02-20T12:00:00,pay_00203,ord_00203,,UPI,
setl_0006_008,8134138473873891,ent_001,payment,35643.77,712.88,128.32,True,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00050,ord_00050,,RTGS,
setl_0006_009,8134138473873891,ent_001,payment,46064.60,921.29,165.83,False,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00071,ord_00071,,UPI,
setl_0006_010,8134138473873891,ent_001,payment,4204.95,84.10,15.14,False,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00381,ord_00381,,NEFT,
setl_0006_011,8134138473873891,ent_001,payment,29687.73,593.75,106.88,False,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00406,ord_00406,,RTGS,
setl_0006_012,8134138473873891,ent_001,payment,35159.90,703.20,126.58,False,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00486,ord_00486,,NEFT,
setl_0006_013,8134138473873891,ent_001,payment,2910.26,58.21,10.48,False,True,2026-02-18T00:00:00,2026-02-20T12:00:00,pay_00514,ord_00514,,UPI,
setl_0006_014,8134138473873891,ent_001,payment,7461.26,149.23,26.86,False,True,2026-02-19T00:00:00,2026-02-20T12:00:00,pay_00046,ord_00046,,NEFT,
setl_0006_015,8134138473873891,ent_001,payment,19957.95,399.16,71.85,False,True,2026-02-19T00:00:00,2026-02-20T12:00:00,pay_00047,ord_00047,,NEFT,
setl_0006_016,8134138473873891,ent_001,payment,21660.91,433.22,77.98,False,True,2026-02-19T00:00:00,2026-02-20T12:00:00,pay_00063,ord_00063,,RTGS,
setl_0007_000,3453709710711422,ent_001,payment,39536.71,790.73,142.33,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00096,ord_00096,,NEFT,
setl_0007_001,3453709710711422,ent_001,payment,46524.94,930.50,167.49,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00098,ord_00098,,NEFT,
setl_0007_002,3453709710711422,ent_001,payment,45513.17,910.26,163.85,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00149,ord_00149,,CARD,RUPAY
setl_0007_003,3453709710711422,ent_001,payment,24101.69,482.03,86.77,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00366,ord_00366,,NEFT,
setl_0007_003_rf,3453709710711422,ent_001,refund,-6025.42,0,0,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00366,ord_00366,,NEFT,
setl_0007_004,3453709710711422,ent_001,payment,21224.80,424.50,76.41,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00419,ord_00419,,NEFT,
setl_0007_004_rf,3453709710711422,ent_001,refund,-5306.20,0,0,False,True,2026-02-19T00:00:00,2026-02-23T12:00:00,pay_00419,ord_00419,,NEFT,
setl_0007_005,3453709710711422,ent_001,payment,5147.38,102.95,18.53,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00177,ord_00177,,UPI,
setl_0007_006,3453709710711422,ent_001,payment,23068.43,461.37,83.05,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00181,ord_00181,,CARD,VISA
setl_0007_007,3453709710711422,ent_001,payment,36281.96,725.64,130.62,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00355,ord_00355,,UPI,
setl_0007_008,3453709710711422,ent_001,payment,44217.97,884.36,159.18,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00407,ord_00407,,NEFT,
setl_0007_009,3453709710711422,ent_001,payment,27665.58,553.31,99.60,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00442,ord_00442,,RTGS,
setl_0007_010,3453709710711422,ent_001,payment,23836.95,476.74,85.81,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00448,ord_00448,,RTGS,
setl_0007_011,3453709710711422,ent_001,payment,11803.54,236.07,42.49,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00473,ord_00473,,UPI,
setl_0007_012,3453709710711422,ent_001,payment,5397.20,107.94,19.43,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00484,ord_00484,,UPI,
setl_0007_013,3453709710711422,ent_001,payment,20314.98,406.30,73.13,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00565,ord_00565,,RTGS,
setl_0007_014,3453709710711422,ent_001,payment,17261.40,345.23,62.14,False,True,2026-02-20T00:00:00,2026-02-23T12:00:00,pay_00591,ord_00591,,RTGS,
setl_0007_015,3453709710711422,ent_001,payment,10322.70,206.45,37.16,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00037,ord_00037,,CARD,VISA
setl_0007_016,3453709710711422,ent_001,payment,38180.57,763.61,137.45,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00041,ord_00041,,CARD,RUPAY
setl_0007_017,3453709710711422,ent_001,payment,11156.75,223.14,40.17,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00095,ord_00095,,UPI,
setl_0007_018,3453709710711422,ent_001,payment,40109.67,802.19,144.39,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00257,ord_00257,,CARD,VISA
setl_0007_019,3453709710711422,ent_001,payment,22341.30,446.83,80.43,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00500,ord_00500,,NEFT,
setl_0007_020,3453709710711422,ent_001,payment,37079.15,741.58,133.48,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00536,ord_00536,,UPI,
setl_0007_021,3453709710711422,ent_001,payment,39352.43,787.05,141.67,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00558,ord_00558,,CARD,MASTERCARD
setl_0007_022,3453709710711422,ent_001,payment,9026.01,180.52,32.49,False,True,2026-02-21T00:00:00,2026-02-23T12:00:00,pay_00567,ord_00567,,NEFT,
setl_0007_023,3453709710711422,ent_001,payment,12374.82,247.50,44.55,False,True,2026-02-22T00:00:00,2026-02-23T12:00:00,pay_00113,ord_00113,,CARD,RUPAY
setl_0008_000,8533522307676942,ent_001,payment,33494.21,669.88,120.58,False,True,2026-02-23T00:00:00,2026-02-27T12:00:00,pay_00318,ord_00318,,CARD,VISA
setl_0008_001,8533522307676942,ent_001,payment,21080.63,421.61,75.89,False,True,2026-02-23T00:00:00,2026-02-27T12:00:00,pay_00365,ord_00365,,NEFT,
setl_0008_002,8533522307676942,ent_001,payment,31818.80,636.38,114.55,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00250,ord_00250,,CARD,VISA
setl_0008_003,8533522307676942,ent_001,payment,16061.89,321.24,57.82,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00321,ord_00321,,CARD,RUPAY
setl_0008_004,8533522307676942,ent_001,payment,27621.14,552.42,99.44,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00332,ord_00332,,RTGS,
setl_0008_005,8533522307676942,ent_001,payment,5772.38,115.45,20.78,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00338,ord_00338,,RTGS,
setl_0008_006,8533522307676942,ent_001,payment,11540.87,230.82,41.55,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00439,ord_00439,,CARD,MASTERCARD
setl_0008_007,8533522307676942,ent_001,payment,22200.33,444.01,79.92,False,True,2026-02-24T00:00:00,2026-02-27T12:00:00,pay_00566,ord_00566,,UPI,
setl_0008_008,8533522307676942,ent_001,payment,26671.81,533.44,96.02,False,True,2026-02-25T00:00:00,2026-02-27T12:00:00,pay_00162,ord_00162,,RTGS,
setl_0008_009,8533522307676942,ent_001,payment,37359.35,747.19,134.49,False,True,2026-02-25T00:00:00,2026-02-27T12:00:00,pay_00364,ord_00364,,NEFT,
setl_0008_010,8533522307676942,ent_001,payment,15775.35,315.51,56.79,False,True,2026-02-25T00:00:00,2026-02-27T12:00:00,pay_00447,ord_00447,,CARD,VISA
setl_0008_011,8533522307676942,ent_001,payment,37462.46,749.25,134.87,False,True,2026-02-26T00:00:00,2026-02-27T12:00:00,pay_00057,ord_00057,,NEFT,
setl_0008_012,8533522307676942,ent_001,payment,44813.44,896.27,161.33,False,True,2026-02-26T00:00:00,2026-02-27T12:00:00,pay_00070,ord_00070,,RTGS,
setl_0009_000,3550769520601957,ent_001,payment,42081.96,841.64,151.50,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00308,ord_00308,,NEFT,
setl_0009_001,3550769520601957,ent_001,payment,8588.51,171.77,30.92,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00357,ord_00357,,CARD,VISA
setl_0009_002,3550769520601957,ent_001,payment,3139.60,62.79,11.30,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00386,ord_00386,,CARD,VISA
setl_0009_003,3550769520601957,ent_001,payment,22550.93,451.02,81.18,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00445,ord_00445,,NEFT,
setl_0009_004,3550769520601957,ent_001,payment,31221.97,624.44,112.40,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00472,ord_00472,,CARD,RUPAY
setl_0009_005,3550769520601957,ent_001,payment,25929.31,518.59,93.35,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00551,ord_00551,,RTGS,
setl_0009_006,3550769520601957,ent_001,payment,33076.42,661.53,119.08,False,True,2026-02-26T00:00:00,2026-03-01T12:00:00,pay_00572,ord_00572,,CARD,RUPAY
setl_0009_007,3550769520601957,ent_001,payment,30412.42,608.25,109.49,False,True,2026-02-27T00:00:00,2026-03-01T12:00:00,pay_00185,ord_00185,,NEFT,
setl_0009_008,3550769520601957,ent_001,payment,2482.12,49.64,8.94,False,True,2026-02-27T00:00:00,2026-03-01T12:00:00,pay_00316,ord_00316,,NEFT,
setl_0009_009,3550769520601957,ent_001,payment,49405.32,988.11,177.86,False,True,2026-02-28T00:00:00,2026-03-01T12:00:00,pay_00009,ord_00009,,UPI,
setl_0009_010,3550769520601957,ent_001,payment,8395.81,167.92,30.23,False,True,2026-02-28T00:00:00,2026-03-01T12:00:00,pay_00133,ord_00133,,CARD,RUPAY
setl_0010_000,4087152361092108,ent_001,payment,13450.19,269.00,48.42,False,True,2026-02-28T00:00:00,2026-03-06T12:00:00,pay_00285,ord_00285,,NEFT,
setl_0010_001,4087152361092108,ent_001,payment,13029.62,260.59,46.91,False,True,2026-02-28T00:00:00,2026-03-06T12:00:00,pay_00463,ord_00463,,RTGS,
