settlement_id,settlement_utr,entity_id,type,amount,fee,tax,on_hold,settled,created_at,settled_at,payment_id,order_id,dispute_id,method,card_network
setl_0002_004,2545738757177514,ent_001,payment,31431.95,628.64,113.16,False,True,2026-02-07T00:00:00,2026-02-09T12:00:00,pay_00527,ord_00527,,RTGS,
setl_0002_005,2545738757177514,ent_001,payment,38292.61,765.85,137.85,False,True,2026-02-07T00:00:00,2026-02-09T12:00:00,pay_00532,ord_00532,,UPI,
setl_0002_006,2545738757177514,ent_001,payment,28860.67,577.21,103.90,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00067,ord_00067,,UPI,
setl_0002_007,2545738757177514,ent_001,payment,3135.10,62.70,11.29,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00071,ord_00071,,RTGS,
setl_0002_007_rf,2545738757177514,ent_001,refund,-783.78,0,0,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00071,ord_00071,,RTGS,
setl_0002_008,2545738757177514,ent_001,payment,35301.64,706.03,127.09,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00200,ord_00200,,CARD,VISA
setl_0002_009,2545738757177514,ent_001,payment,46990.31,939.81,169.17,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00430,ord_00430,,NEFT,
setl_0002_010,2545738757177514,ent_001,payment,28156.46,563.13,101.36,False,True,2026-02-08T00:00:00,2026-02-09T12:00:00,pay_00540,ord_00540,,UPI,
setl_0003_000,9696915579249912,ent_001,payment,9799.43,195.99,35.28,False,True,2026-02-08T00:00:00,2026-02-12T12:00:00,pay_00590,ord_00590,,CARD,VISA
setl_0003_001,9696915579249912,ent_001,payment,44629.06,892.58,160.66,False,True,2026-02-08T00:00:00,2026-02-12T12:00:00,pay_00597,ord_00597,,UPI,
setl_0003_002,9696915579249912,ent_001,payment,5438.68,108.77,19.58,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00070,ord_00070,,NEFT,
setl_0003_003,9696915579249912,ent_001,payment,43630.54,872.61,157.07,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00072,ord_00072,,NEFT,
setl_0003_004,9696915579249912,ent_001,payment,45600.04,912.00,164.16,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00111,ord_00111,,NEFT,
setl_0003_005,9696915579249912,ent_001,payment,13003.57,260.07,46.81,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00131,ord_00131,,UPI,
setl_0003_006,9696915579249912,ent_001,payment,20081.00,401.62,72.29,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00297,ord_00297,,RTGS,
setl_0003_006_cb,9696915579249912,ent_001,adjustment,-10040.50,0,0,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00297,ord_00297,disp_0003_006,RTGS,
setl_0003_007,9696915579249912,ent_001,payment,37554.97,751.10,135.20,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00378,ord_00378,,RTGS,
setl_0003_008,9696915579249912,ent_001,payment,33808.74,676.17,121.71,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00498,ord_00498,,UPI,
setl_0003_009,9696915579249912,ent_001,payment,43322.44,866.45,155.96,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00511,ord_00511,,UPI,
setl_0003_010,9696915579249912,ent_001,payment,8074.61,161.49,29.07,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00528,ord_00528,,CARD,VISA
setl_0003_011,9696915579249912,ent_001,payment,25312.83,506.26,91.13,False,True,2026-02-09T00:00:00,2026-02-12T12:00:00,pay_00554,ord_00554,,UPI,
setl_0003_012,9696915579249912,ent_001,payment,46808.52,936.17,168.51,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00017,ord_00017,,RTGS,
setl_0003_013,9696915579249912,ent_001,payment,20027.91,400.56,72.10,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00021,ord_00021,,UPI,
setl_0003_014,9696915579249912,ent_001,payment,41267.83,825.36,148.56,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00058,ord_00058,,UPI,
setl_0003_015,9696915579249912,ent_001,payment,36454.64,729.09,131.24,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00215,ord_00215,,NEFT,
setl_0003_016,9696915579249912,ent_001,payment,21319.76,426.40,76.75,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00283,ord_00283,,UPI,
setl_0003_017,9696915579249912,ent_001,payment,49383.73,987.67,177.78,False,True,2026-02-10T00:00:00,2026-02-12T12:00:00,pay_00543,ord_00543,,NEFT,
setl_0003_018,9696915579249912,ent_001,payment,32370.61,647.41,116.53,False,True,2026-02-11T00:00:00,2026-02-12T12:00:00,pay_00013,ord_00013,,UPI,
setl_0003_018_rf,9696915579249912,ent_001,refund,-16185.31,0,0,False,True,2026-02-11T00:00:00,2026-02-12T12:00:00,pay_00013,ord_00013,,UPI,
setl_0003_019,9696915579249912,ent_001,payment,20328.94,406.58,73.18,False,True,2026-02-11T00:00:00,2026-02-12T12:00:00,pay_00088,ord_00088,,NEFT,
setl_0003_020,9696915579249912,ent_001,payment,20202.20,404.04,72.73,False,True,2026-02-11T00:00:00,2026-02-12T12:00:00,pay_00176,ord_00176,,RTGS,
setl_0004_000,9629233095849825,ent_001,payment,19703.57,394.07,70.93,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00310,ord_00310,,UPI,
setl_0004_001,9629233095849825,ent_001,payment,25255.65,505.11,90.92,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00394,ord_00394,,RTGS,
setl_0004_002,9629233095849825,ent_001,payment,33599.31,671.99,120.96,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00404,ord_00404,,UPI,
setl_0004_003,9629233095849825,ent_001,payment,18292.72,365.85,65.85,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00427,ord_00427,,UPI,
setl_0004_004,9629233095849825,ent_001,payment,7660.88,153.22,27.58,False,True,2026-02-11T00:00:00,2026-02-14T12:00:00,pay_00460,ord_00460,,UPI,
setl_0004_005,9629233095849825,ent_001,payment,16783.76,335.68,60.42,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00270,ord_00270,,RTGS,
setl_0004_006,9629233095849825,ent_001,payment,44619.97,892.40,160.63,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00355,ord_00355,,CARD,MASTERCARD
setl_0004_007,9629233095849825,ent_001,payment,8931.15,178.62,32.15,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00365,ord_00365,,CARD,MASTERCARD
setl_0004_008,9629233095849825,ent_001,payment,20196.45,403.93,72.71,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00415,ord_00415,,NEFT,
setl_0004_009,9629233095849825,ent_001,payment,10097.74,201.95,36.35,False,True,2026-02-12T00:00:00,2026-02-14T12:00:00,pay_00453,ord_00453,,NEFT,
setl_0004_010,9629233095849825,ent_001,payment,36953.85,739.08,133.03,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00155,ord_00155,,RTGS,
setl_0004_011,9629233095849825,ent_001,payment,36866.57,737.33,132.72,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00241,ord_00241,,RTGS,
setl_0004_012,9629233095849825,ent_001,payment,20114.40,402.29,72.41,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00408,ord_00408,,CARD,RUPAY
setl_0004_013,9629233095849825,ent_001,payment,48979.31,979.59,176.33,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00467,ord_00467,,NEFT,
setl_0004_014,9629233095849825,ent_001,payment,12784.63,255.69,46.02,False,True,2026-02-13T00:00:00,2026-02-14T12:00:00,pay_00515,ord_00515,,RTGS,
setl_0005_000,8929750017012770,ent_001,payment,2662.59,53.25,9.59,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00435,ord_00435,,NEFT,
setl_0005_001,8929750017012770,ent_001,payment,23867.99,477.36,85.92,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00471,ord_00471,,NEFT,
setl_0005_002,8929750017012770,ent_001,payment,34476.57,689.53,124.12,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00503,ord_00503,,UPI,
setl_0005_003,8929750017012770,ent_001,payment,24667.71,493.35,88.80,False,True,2026-02-14T00:00:00,2026-02-17T12:00:00,pay_00587,ord_00587,,NEFT,
setl_0005_004,8929750017012770,ent_001,payment,21295.83,425.92,76.67,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00066,ord_00066,,NEFT,
setl_0005_005,8929750017012770,ent_001,payment,16655.14,333.10,59.96,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00266,ord_00266,,RTGS,
setl_0005_006,8929750017012770,ent_001,payment,45451.52,909.03,163.63,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00267,ord_00267,,NEFT,
setl_0005_007,8929750017012770,ent_001,payment,13416.03,268.32,48.30,False,True,2026-02-15T00:00:00,2026-02-17T12:00:00,pay_00335,ord_00335,,CARD,RUPAY
setl_0005_008,8929750017012770,ent_001,payment,40369.57,807.39,145.33,True,True,2026-02-16T00:00:00,2026-02-17T12:00:00,pay_00060,ord_00060,,NEFT,
setl_0005_009,8929750017012770,ent_001,payment,40225.18,804.50,144.81,False,True,2026-02-16T00:00:00,2026-02-17T12:00:00,pay_00227,ord_00227,,UPI,
setl_0006_000,1155426221890927,ent_001,payment,47860.23,957.20,172.30,False,True,2026-02-16T00:00:00,2026-02-21T12:00:00,pay_00429,ord_00429,,NEFT,
setl_0006_001,1155426221890927,ent_001,payment,35812.73,716.25,128.93,False,True,2026-02-16T00:00:00,2026-02-21T12:00:00,pay_00439,ord_00439,,UPI,
setl_0006_002,1155426221890927,ent_001,payment,23570.01,471.40,84.85,False,True,2026-02-16T00:00:00,2026-02-21T12:00:00,pay_00450,ord_00450,,RTGS,
setl_0006_003,1155426221890927,ent_001,payment,35889.99,717.80,129.20,False,True,2026-02-17T00:00:00,2026-02-21T12:00:00,pay_00083,ord_00083,,NEFT,
setl_0006_004,1155426221890927,ent_001,payment,39477.09,789.54,142.12,False,True,2026-02-17T00:00:00,2026-02-21T12:00:00,pay_00188,ord_00188,,RTGS,
setl_0006_005,1155426221890927,ent_001,payment,13152.59,263.05,47.35,False,True,2026-02-17T00:00:00,2026-02-21T12:00:00,pay_00198,ord_00198,,NEFT,
setl_0006_006,1155426221890927,ent_001,payment,4303.96,86.08,15.49,False,True,2026-02-17T00:00:00,2026-02-21T12:00:00,pay_00413,ord_00413,,UPI,
setl_0006_007,1155426221890927,ent_001,payment,3071.70,61.43,11.06,True,True,2026-02-18T00:00:00,2026-02-21T12:00:00,pay_00478,ord_00478,,UPI,
setl_0006_008,1155426221890927,ent_001,payment,13920.26,278.41,50.11,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00042,ord_00042,,CARD,RUPAY
setl_0006_009,1155426221890927,ent_001,payment,31866.16,637.32,114.72,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00052,ord_00052,,NEFT,
setl_0006_010,1155426221890927,ent_001,payment,16429.78,328.60,59.15,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00094,ord_00094,,RTGS,
setl_0006_011,1155426221890927,ent_001,payment,13015.60,260.31,46.86,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00282,ord_00282,,RTGS,
setl_0006_012,1155426221890927,ent_001,payment,40284.47,805.69,145.02,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00459,ord_00459,,UPI,
setl_0006_013,1155426221890927,ent_001,payment,40948.97,818.98,147.42,False,True,2026-02-19T00:00:00,2026-02-21T12:00:00,pay_00468,ord_00468,,NEFT,
setl_0006_014,1155426221890927,ent_001,payment,39277.19,785.54,141.40,False,True,2026-02-20T00:00:00,2026-02-21T12:00:00,pay_00027,ord_00027,,CARD,RUPAY
setl_0006_015,1155426221890927,ent_001,payment,37563.84,751.28,135.23,False,True,2026-02-20T00:00:00,2026-02-21T12:00:00,pay_00129,ord_00129,,CARD,VISA
setl_0006_015_rf,1155426221890927,ent_001,refund,-9390.96,0,0,False,True,2026-02-20T00:00:00,2026-02-21T12:00:00,pay_00129,ord_00129,,CARD,VISA
setl_0006_016,1155426221890927,ent_001,payment,9567.71,191.35,34.44,False,True,2026-02-20T00:00:00,2026-02-21T12:00:00,pay_00143,ord_00143,,CARD,VISA
setl_0006_017,1155426221890927,ent_001,payment,724.45,14.49,2.61,False,True,2026-02-20T00:00:00,2026-02-21T12:00:00,pay_00293,ord_00293,,CARD,RUPAY
setl_0007_000,8892414183285691,ent_001,payment,4674.38,93.49,16.83,False,True,2026-02-20T00:00:00,2026-02-28T12:00:00,pay_00484,ord_00484,,UPI,
setl_0007_001,8892414183285691,ent_001,payment,15670.45,313.41,56.41,False,True,2026-02-20T00:00:00,2026-02-28T12:00:00,pay_00558,ord_00558,,NEFT,
setl_0007_002,8892414183285691,ent_001,payment,17251.85,345.04,62.11,False,True,2026-02-20T00:00:00,2026-02-28T12:00:00,pay_00567,ord_00567,,NEFT,
setl_0007_003,8892414183285691,ent_001,payment,32290.56,645.81,116.25,False,True,2026-02-21T00:00:00,2026-02-28T12:00:00,pay_00091,ord_00091,,UPI,
setl_0007_004,8892414183285691,ent_001,payment,10107.71,202.15,36.39,True,True,2026-02-21T00:00:00,2026-02-28T12:00:00,pay_00230,ord_00230,,NEFT,
setl_0007_005,8892414183285691,ent_001,payment,25621.03,512.42,92.24,False,True,2026-02-21T00:00:00,2026-02-28T12:00:00,pay_00366,ord_00366,,UPI,
setl_0007_006,8892414183285691,ent_001,payment,15185.88,303.72,54.67,False,True,2026-02-21T00:00:00,2026-02-28T12:00:00,pay_00371,ord_00371,,UPI,
setl_0007_007,8892414183285691,ent_001,payment,28365.73,567.31,102.12,False,True,2026-02-22T00:00:00,2026-02-28T12:00:00,pay_00141,ord_00141,,CARD,MASTERCARD
setl_0007_008,8892414183285691,ent_001,payment,43949.44,878.99,158.22,False,True,2026-02-22T00:00:00,2026-02-28T12:00:00,pay_00185,ord_00185,,CARD,MASTERCARD
setl_0007_009,8892414183285691,ent_001,payment,22760.64,455.21,81.94,False,True,2026-02-22T00:00:00,2026-02-28T12:00:00,pay_00438,ord_00438,,UPI,
setl_0007_010,8892414183285691,ent_001,payment,11336.88,226.74,40.81,False,True,2026-02-22T00:00:00,2026-02-28T12:00:00,pay_00496,ord_00496,,CARD,MASTERCARD
setl_0007_011,8892414183285691,ent_001,payment,49601.00,992.02,178.56,False,True,2026-02-23T00:00:00,2026-02-28T12:00:00,pay_00314,ord_00314,,CARD,VISA
setl_0007_012,8892414183285691,ent_001,payment,23423.58,468.47,84.32,False,True,2026-02-23T00:00:00,2026-02-28T12:00:00,pay_00474,ord_00474,,RTGS,
setl_0007_013,8892414183285691,ent_001,payment,18467.78,369.36,66.48,False,True,2026-02-23T00:00:00,2026-02-28T12:00:00,pay_00551,ord_00551,,RTGS,
setl_0007_014,8892414183285691,ent_001,payment,7681.81,153.64,27.66,False,True,2026-02-23T00:00:00,2026-02-28T12:00:00,pay_00596,ord_00596,,RTGS,
setl_0007_015,8892414183285691,ent_001,payment,8412.62,168.25,30.29,False,True,2026-02-24T00:00:00,2026-02-28T12:00:00,pay_00076,ord_00076,,UPI,
setl_0007_016,8892414183285691,ent_001,payment,16455.87,329.12,59.24,False,True,2026-02-24T00:00:00,2026-02-28T12:00:00,pay_00082,ord_00082,,CARD,RUPAY
setl_0007_017,8892414183285691,ent_001,payment,18651.65,373.03,67.15,False,True,2026-02-24T00:00:00,2026-02-28T12:00:00,pay_00268,ord_00268,,CARD,VISA
setl_0007_018,8892414183285691,ent_001,payment,10747.49,214.95,38.69,False,True,2026-02-24T00:00:00,2026-02-28T12:00:00,pay_00426,ord_00426,,CARD,MASTERCARD
setl_0007_019,8892414183285691,ent_001,payment,11586.36,231.73,41.71,False,True,2026-02-25T00:00:00,2026-02-28T12:00:00,pay_00396,ord_00396,,RTGS,
setl_0007_020,8892414183285691,ent_001,payment,15054.15,301.08,54.19,False,True,2026-02-25T00:00:00,2026-02-28T12:00:00,pay_00516,ord_00516,,NEFT,
setl_0007_021,8892414183285691,ent_001,payment,22902.30,458.05,82.45,False,True,2026-02-26T00:00:00,2026-02-28T12:00:00,pay_00328,ord_00328,,NEFT,
setl_0007_022,8892414183285691,ent_001,payment,25784.88,515.70,92.83,False,True,2026-02-26T00:00:00,2026-02-28T12:00:00,pay_00492,ord_00492,,NEFT,
setl_0007_023,8892414183285691,ent_001,payment,48078.51,961.57,173.08,False,True,2026-02-27T00:00:00,2026-02-28T12:00:00,pay_00032,ord_00032,,RTGS,
setl_0007_024,8892414183285691,ent_001,payment,42378.55,847.57,152.56,False,True,2026-02-27T00:00:00,2026-02-28T12:00:00,pay_00033,ord_00033,,CARD,RUPAY
setl_0007_025,8892414183285691,ent_001,payment,45739.43,914.79,164.66,False,True,2026-02-27T00:00:00,2026-02-28T12:00:00,pay_00062,ord_00062,,NEFT,
setl_0007_026,8892414183285691,ent_001,payment,34141.69,682.83,122.91,False,True,2026-02-27T00:00:00,2026-02-28T12:00:00,pay_00090,ord_00090,,UPI,
setl_0008_000,0385050641383670,ent_001,payment,5405.93,108.12,19.46,False,True,2026-02-27T00:00:00,2026-03-04T12:00:00,pay_00095,ord_00095,,UPI,
setl_0008_001,0385050641383670,ent_001,payment,12205.28,244.11,43.94,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00002,ord_00002,,UPI,
setl_0008_002,0385050641383670,ent_001,payment,38182.38,763.65,137.46,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00008,ord_00008,,RTGS,
setl_0008_003,0385050641383670,ent_001,payment,17241.38,344.83,62.07,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00145,ord_00145,,CARD,RUPAY
setl_0008_004,0385050641383670,ent_001,payment,2485.11,49.70,8.95,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00147,ord_00147,,NEFT,
setl_0008_005,0385050641383670,ent_001,payment,17204.22,344.08,61.93,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00177,ord_00177,,NEFT,
setl_0008_006,0385050641383670,ent_001,payment,10017.80,200.36,36.06,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00334,ord_00334,,CARD,MASTERCARD
setl_0008_007,0385050641383670,ent_001,payment,16449.42,328.99,59.22,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00389,ord_00389,,RTGS,
setl_0008_008,0385050641383670,ent_001,payment,28439.82,568.80,102.38,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00510,ord_00510,,NEFT,
setl_0008_009,0385050641383670,ent_001,payment,12039.81,240.80,43.34,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00553,ord_00553,,NEFT,
setl_0008_010,0385050641383670,ent_001,payment,2864.54,57.29,10.31,False,True,2026-02-28T00:00:00,2026-03-04T12:00:00,pay_00579,ord_00579,,RTGS,
setl_0008_011,0385050641383670,ent_001,payment,42892.27,857.85,154.41,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00006,ord_00006,,UPI,
setl_0008_012,0385050641383670,ent_001,payment,3192.76,63.86,11.49,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00030,ord_00030,,RTGS,
setl_0008_013,0385050641383670,ent_001,payment,30772.89,615.46,110.78,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00271,ord_00271,,NEFT,
setl_0008_014,0385050641383670,ent_001,payment,34958.31,699.17,125.85,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00350,ord_00350,,UPI,
setl_0008_015,0385050641383670,ent_001,payment,39184.05,783.68,141.06,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00374,ord_00374,,RTGS,
setl_0008_016,0385050641383670,ent_001,payment,45296.10,905.92,163.07,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00562,ord_00562,,NEFT,
setl_0008_016_rf,0385050641383670,ent_001,refund,-22648.05,0,0,False,True,2026-03-01T00:00:00,2026-03-04T12:00:00,pay_00562,ord_00562,,NEFT,
setl_0008_017,0385050641383670,ent_001,payment,23293.11,465.86,83.85,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00196,ord_00196,,RTGS,
setl_0008_017_rf,0385050641383670,ent_001,refund,-11646.56,0,0,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00196,ord_00196,,RTGS,
setl_0008_018,0385050641383670,ent_001,payment,34593.66,691.87,124.54,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00255,ord_00255,,CARD,RUPAY
setl_0008_019,0385050641383670,ent_001,payment,15080.53,301.61,54.29,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00292,ord_00292,,UPI,
setl_0008_020,0385050641383670,ent_001,payment,32491.15,649.82,116.97,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00383,ord_00383,,RTGS,
setl_0008_021,0385050641383670,ent_001,payment,35717.51,714.35,128.58,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00589,ord_00589,,CARD,MASTERCARD
setl_0008_022,0385050641383670,ent_001,payment,48370.74,967.41,174.13,False,True,2026-03-02T00:00:00,2026-03-04T12:00:00,pay_00595,ord_00595,,CARD,RUPAY
setl_0008_023,0385050641383670,ent_001,payment,40175.84,803.52,144.63,True,True,2026-03-03T00:00:00,2026-03-04T12:00:00,pay_00075,ord_00075,,CARD,VISA
